GOST_Number;FullDesignation;ThreadSize;MaterialGroup;Coating;SteelGrade;ThreadDiameter;ThreadPitch
10605-94;Gajka M 52.02 GOST 10605-94;M 52;02;;;52.0;5.0
10605-94;Gajka M 52.02.019 GOST 10605-94;M 52;02;019;;52.0;5.0
10605-94;Gajka M 52.02.029 GOST 10605-94;M 52;02;029;;52.0;5.0
10605-94;Gajka M 52.02.019.01 GOST 10605-94;M 52;02;019.01;;52.0;5.0
10605-94;Gajka M 52.02.016 GOST 10605-94;M 52;02;016;;52.0;5.0
10605-94;Gajka M 52.02.019.06 GOST 10605-94;M 52;02;019.06;;52.0;5.0
10605-94;Gajka M 52.04 GOST 10605-94;M 52;04;;;52.0;5.0
10605-94;Gajka M 52.04.019 GOST 10605-94;M 52;04;019;;52.0;5.0
10605-94;Gajka M 52.04.029 GOST 10605-94;M 52;04;029;;52.0;5.0
10605-94;Gajka M 52.04.019.01 GOST 10605-94;M 52;04;019.01;;52.0;5.0
10605-94;Gajka M 52.04.016 GOST 10605-94;M 52;04;016;;52.0;5.0
10605-94;Gajka M 52.04.019.06 GOST 10605-94;M 52;04;019.06;;52.0;5.0
10605-94;Gajka M 52.05 GOST 10605-94;M 52;05;;;52.0;5.0
10605-94;Gajka M 52.05.019 GOST 10605-94;M 52;05;019;;52.0;5.0
10605-94;Gajka M 52.05.029 GOST 10605-94;M 52;05;029;;52.0;5.0
10605-94;Gajka M 52.05.019.01 GOST 10605-94;M 52;05;019.01;;52.0;5.0
10605-94;Gajka M 52.05.016 GOST 10605-94;M 52;05;016;;52.0;5.0
10605-94;Gajka M 52.05.019.06 GOST 10605-94;M 52;05;019.06;;52.0;5.0
10605-94;Gajka M 52.06 GOST 10605-94;M 52;06;;;52.0;5.0
10605-94;Gajka M 52.06.019 GOST 10605-94;M 52;06;019;;52.0;5.0
10605-94;Gajka M 52.06.029 GOST 10605-94;M 52;06;029;;52.0;5.0
10605-94;Gajka M 52.06.019.01 GOST 10605-94;M 52;06;019.01;;52.0;5.0
10605-94;Gajka M 52.06.016 GOST 10605-94;M 52;06;016;;52.0;5.0
10605-94;Gajka M 52.06.019.06 GOST 10605-94;M 52;06;019.06;;52.0;5.0
10605-94;Gajka M 52.07 GOST 10605-94;M 52;07;;;52.0;5.0
10605-94;Gajka M 52.07.019 GOST 10605-94;M 52;07;019;;52.0;5.0
10605-94;Gajka M 52.07.029 GOST 10605-94;M 52;07;029;;52.0;5.0
10605-94;Gajka M 52.07.019.01 GOST 10605-94;M 52;07;019.01;;52.0;5.0
10605-94;Gajka M 52.07.016 GOST 10605-94;M 52;07;016;;52.0;5.0
10605-94;Gajka M 52.07.019.06 GOST 10605-94;M 52;07;019.06;;52.0;5.0
10605-94;Gajka M 52.11.12X18H10T GOST 10605-94;M 52;11;;12X18H10T;52.0;5.0
10605-94;Gajka M 52.21.12X18H9T GOST 10605-94;M 52;21;;12X18H9T;52.0;5.0
10605-94;Gajka M 52.21.12X18H10T GOST 10605-94;M 52;21;;12X18H10T;52.0;5.0
10605-94;Gajka M 52.23.08X18H10T GOST 10605-94;M 52;23;;08X18H10T;52.0;5.0
10605-94;Gajka M 52.25.10X17H13M2T GOST 10605-94;M 52;25;;10X17H13M2T;52.0;5.0
10605-94;Gajka M 52x3.0.02 GOST 10605-94;M 52x3.0;02;;;52.0;3.0
10605-94;Gajka M 52x3.0.02.019 GOST 10605-94;M 52x3.0;02;019;;52.0;3.0
10605-94;Gajka M 52x3.0.02.029 GOST 10605-94;M 52x3.0;02;029;;52.0;3.0
10605-94;Gajka M 52x3.0.02.019.01 GOST 10605-94;M 52x3.0;02;019.01;;52.0;3.0
10605-94;Gajka M 52x3.0.02.016 GOST 10605-94;M 52x3.0;02;016;;52.0;3.0
10605-94;Gajka M 52x3.0.02.019.06 GOST 10605-94;M 52x3.0;02;019.06;;52.0;3.0
10605-94;Gajka M 52x3.0.04 GOST 10605-94;M 52x3.0;04;;;52.0;3.0
10605-94;Gajka M 52x3.0.04.019 GOST 10605-94;M 52x3.0;04;019;;52.0;3.0
10605-94;Gajka M 52x3.0.04.029 GOST 10605-94;M 52x3.0;04;029;;52.0;3.0
10605-94;Gajka M 52x3.0.04.019.01 GOST 10605-94;M 52x3.0;04;019.01;;52.0;3.0
10605-94;Gajka M 52x3.0.04.016 GOST 10605-94;M 52x3.0;04;016;;52.0;3.0
10605-94;Gajka M 52x3.0.04.019.06 GOST 10605-94;M 52x3.0;04;019.06;;52.0;3.0
10605-94;Gajka M 52x3.0.05 GOST 10605-94;M 52x3.0;05;;;52.0;3.0
10605-94;Gajka M 52x3.0.05.019 GOST 10605-94;M 52x3.0;05;019;;52.0;3.0
10605-94;Gajka M 52x3.0.05.029 GOST 10605-94;M 52x3.0;05;029;;52.0;3.0
10605-94;Gajka M 52x3.0.05.019.01 GOST 10605-94;M 52x3.0;05;019.01;;52.0;3.0
10605-94;Gajka M 52x3.0.05.016 GOST 10605-94;M 52x3.0;05;016;;52.0;3.0
10605-94;Gajka M 52x3.0.05.019.06 GOST 10605-94;M 52x3.0;05;019.06;;52.0;3.0
10605-94;Gajka M 52x3.0.06 GOST 10605-94;M 52x3.0;06;;;52.0;3.0
10605-94;Gajka M 52x3.0.06.019 GOST 10605-94;M 52x3.0;06;019;;52.0;3.0
10605-94;Gajka M 52x3.0.06.029 GOST 10605-94;M 52x3.0;06;029;;52.0;3.0
10605-94;Gajka M 52x3.0.06.019.01 GOST 10605-94;M 52x3.0;06;019.01;;52.0;3.0
10605-94;Gajka M 52x3.0.06.016 GOST 10605-94;M 52x3.0;06;016;;52.0;3.0
10605-94;Gajka M 52x3.0.06.019.06 GOST 10605-94;M 52x3.0;06;019.06;;52.0;3.0
10605-94;Gajka M 52x3.0.07 GOST 10605-94;M 52x3.0;07;;;52.0;3.0
10605-94;Gajka M 52x3.0.07.019 GOST 10605-94;M 52x3.0;07;019;;52.0;3.0
10605-94;Gajka M 52x3.0.07.029 GOST 10605-94;M 52x3.0;07;029;;52.0;3.0
10605-94;Gajka M 52x3.0.07.019.01 GOST 10605-94;M 52x3.0;07;019.01;;52.0;3.0
10605-94;Gajka M 52x3.0.07.016 GOST 10605-94;M 52x3.0;07;016;;52.0;3.0
10605-94;Gajka M 52x3.0.07.019.06 GOST 10605-94;M 52x3.0;07;019.06;;52.0;3.0
10605-94;Gajka M 52x3.0.11.12X18H10T GOST 10605-94;M 52x3.0;11;;12X18H10T;52.0;3.0
10605-94;Gajka M 52x3.0.21.12X18H9T GOST 10605-94;M 52x3.0;21;;12X18H9T;52.0;3.0
10605-94;Gajka M 52x3.0.21.12X18H10T GOST 10605-94;M 52x3.0;21;;12X18H10T;52.0;3.0
10605-94;Gajka M 52x3.0.23.08X18H10T GOST 10605-94;M 52x3.0;23;;08X18H10T;52.0;3.0
10605-94;Gajka M 52x3.0.25.10X17H13M2T GOST 10605-94;M 52x3.0;25;;10X17H13M2T;52.0;3.0
10605-94;Gajka M 56.02 GOST 10605-94;M 56;02;;;56.0;5.5
10605-94;Gajka M 56.02.019 GOST 10605-94;M 56;02;019;;56.0;5.5
10605-94;Gajka M 56.02.029 GOST 10605-94;M 56;02;029;;56.0;5.5
10605-94;Gajka M 56.02.019.01 GOST 10605-94;M 56;02;019.01;;56.0;5.5
10605-94;Gajka M 56.02.016 GOST 10605-94;M 56;02;016;;56.0;5.5
10605-94;Gajka M 56.02.019.06 GOST 10605-94;M 56;02;019.06;;56.0;5.5
10605-94;Gajka M 56.04 GOST 10605-94;M 56;04;;;56.0;5.5
10605-94;Gajka M 56.04.019 GOST 10605-94;M 56;04;019;;56.0;5.5
10605-94;Gajka M 56.04.029 GOST 10605-94;M 56;04;029;;56.0;5.5
10605-94;Gajka M 56.04.019.01 GOST 10605-94;M 56;04;019.01;;56.0;5.5
10605-94;Gajka M 56.04.016 GOST 10605-94;M 56;04;016;;56.0;5.5
10605-94;Gajka M 56.04.019.06 GOST 10605-94;M 56;04;019.06;;56.0;5.5
10605-94;Gajka M 56.05 GOST 10605-94;M 56;05;;;56.0;5.5
10605-94;Gajka M 56.05.019 GOST 10605-94;M 56;05;019;;56.0;5.5
10605-94;Gajka M 56.05.029 GOST 10605-94;M 56;05;029;;56.0;5.5
10605-94;Gajka M 56.05.019.01 GOST 10605-94;M 56;05;019.01;;56.0;5.5
10605-94;Gajka M 56.05.016 GOST 10605-94;M 56;05;016;;56.0;5.5
10605-94;Gajka M 56.05.019.06 GOST 10605-94;M 56;05;019.06;;56.0;5.5
10605-94;Gajka M 56.06 GOST 10605-94;M 56;06;;;56.0;5.5
10605-94;Gajka M 56.06.019 GOST 10605-94;M 56;06;019;;56.0;5.5
10605-94;Gajka M 56.06.029 GOST 10605-94;M 56;06;029;;56.0;5.5
10605-94;Gajka M 56.06.019.01 GOST 10605-94;M 56;06;019.01;;56.0;5.5
10605-94;Gajka M 56.06.016 GOST 10605-94;M 56;06;016;;56.0;5.5
10605-94;Gajka M 56.06.019.06 GOST 10605-94;M 56;06;019.06;;56.0;5.5
10605-94;Gajka M 56.07 GOST 10605-94;M 56;07;;;56.0;5.5
10605-94;Gajka M 56.07.019 GOST 10605-94;M 56;07;019;;56.0;5.5
10605-94;Gajka M 56.07.029 GOST 10605-94;M 56;07;029;;56.0;5.5
10605-94;Gajka M 56.07.019.01 GOST 10605-94;M 56;07;019.01;;56.0;5.5
10605-94;Gajka M 56.07.016 GOST 10605-94;M 56;07;016;;56.0;5.5
10605-94;Gajka M 56.07.019.06 GOST 10605-94;M 56;07;019.06;;56.0;5.5
10605-94;Gajka M 56.11.12X18H10T GOST 10605-94;M 56;11;;12X18H10T;56.0;5.5
10605-94;Gajka M 56.21.12X18H9T GOST 10605-94;M 56;21;;12X18H9T;56.0;5.5
10605-94;Gajka M 56.21.12X18H10T GOST 10605-94;M 56;21;;12X18H10T;56.0;5.5
10605-94;Gajka M 56.23.08X18H10T GOST 10605-94;M 56;23;;08X18H10T;56.0;5.5
10605-94;Gajka M 56.25.10X17H13M2T GOST 10605-94;M 56;25;;10X17H13M2T;56.0;5.5
10605-94;Gajka M 56x3.0.02 GOST 10605-94;M 56x3.0;02;;;56.0;3.0
10605-94;Gajka M 56x3.0.02.019 GOST 10605-94;M 56x3.0;02;019;;56.0;3.0
10605-94;Gajka M 56x3.0.02.029 GOST 10605-94;M 56x3.0;02;029;;56.0;3.0
10605-94;Gajka M 56x3.0.02.019.01 GOST 10605-94;M 56x3.0;02;019.01;;56.0;3.0
10605-94;Gajka M 56x3.0.02.016 GOST 10605-94;M 56x3.0;02;016;;56.0;3.0
10605-94;Gajka M 56x3.0.02.019.06 GOST 10605-94;M 56x3.0;02;019.06;;56.0;3.0
10605-94;Gajka M 56x3.0.04 GOST 10605-94;M 56x3.0;04;;;56.0;3.0
10605-94;Gajka M 56x3.0.04.019 GOST 10605-94;M 56x3.0;04;019;;56.0;3.0
10605-94;Gajka M 56x3.0.04.029 GOST 10605-94;M 56x3.0;04;029;;56.0;3.0
10605-94;Gajka M 56x3.0.04.019.01 GOST 10605-94;M 56x3.0;04;019.01;;56.0;3.0
10605-94;Gajka M 56x3.0.04.016 GOST 10605-94;M 56x3.0;04;016;;56.0;3.0
10605-94;Gajka M 56x3.0.04.019.06 GOST 10605-94;M 56x3.0;04;019.06;;56.0;3.0
10605-94;Gajka M 56x3.0.05 GOST 10605-94;M 56x3.0;05;;;56.0;3.0
10605-94;Gajka M 56x3.0.05.019 GOST 10605-94;M 56x3.0;05;019;;56.0;3.0
10605-94;Gajka M 56x3.0.05.029 GOST 10605-94;M 56x3.0;05;029;;56.0;3.0
10605-94;Gajka M 56x3.0.05.019.01 GOST 10605-94;M 56x3.0;05;019.01;;56.0;3.0
10605-94;Gajka M 56x3.0.05.016 GOST 10605-94;M 56x3.0;05;016;;56.0;3.0
10605-94;Gajka M 56x3.0.05.019.06 GOST 10605-94;M 56x3.0;05;019.06;;56.0;3.0
10605-94;Gajka M 56x3.0.06 GOST 10605-94;M 56x3.0;06;;;56.0;3.0
10605-94;Gajka M 56x3.0.06.019 GOST 10605-94;M 56x3.0;06;019;;56.0;3.0
10605-94;Gajka M 56x3.0.06.029 GOST 10605-94;M 56x3.0;06;029;;56.0;3.0
10605-94;Gajka M 56x3.0.06.019.01 GOST 10605-94;M 56x3.0;06;019.01;;56.0;3.0
10605-94;Gajka M 56x3.0.06.016 GOST 10605-94;M 56x3.0;06;016;;56.0;3.0
10605-94;Gajka M 56x3.0.06.019.06 GOST 10605-94;M 56x3.0;06;019.06;;56.0;3.0
10605-94;Gajka M 56x3.0.07 GOST 10605-94;M 56x3.0;07;;;56.0;3.0
10605-94;Gajka M 56x3.0.07.019 GOST 10605-94;M 56x3.0;07;019;;56.0;3.0
10605-94;Gajka M 56x3.0.07.029 GOST 10605-94;M 56x3.0;07;029;;56.0;3.0
10605-94;Gajka M 56x3.0.07.019.01 GOST 10605-94;M 56x3.0;07;019.01;;56.0;3.0
10605-94;Gajka M 56x3.0.07.016 GOST 10605-94;M 56x3.0;07;016;;56.0;3.0
10605-94;Gajka M 56x3.0.07.019.06 GOST 10605-94;M 56x3.0;07;019.06;;56.0;3.0
10605-94;Gajka M 56x3.0.11.12X18H10T GOST 10605-94;M 56x3.0;11;;12X18H10T;56.0;3.0
10605-94;Gajka M 56x3.0.21.12X18H9T GOST 10605-94;M 56x3.0;21;;12X18H9T;56.0;3.0
10605-94;Gajka M 56x3.0.21.12X18H10T GOST 10605-94;M 56x3.0;21;;12X18H10T;56.0;3.0
10605-94;Gajka M 56x3.0.23.08X18H10T GOST 10605-94;M 56x3.0;23;;08X18H10T;56.0;3.0
10605-94;Gajka M 56x3.0.25.10X17H13M2T GOST 10605-94;M 56x3.0;25;;10X17H13M2T;56.0;3.0
10605-94;Gajka M 64.02 GOST 10605-94;M 64;02;;;64.0;6.0
10605-94;Gajka M 64.02.019 GOST 10605-94;M 64;02;019;;64.0;6.0
10605-94;Gajka M 64.02.029 GOST 10605-94;M 64;02;029;;64.0;6.0
10605-94;Gajka M 64.02.019.01 GOST 10605-94;M 64;02;019.01;;64.0;6.0
10605-94;Gajka M 64.02.016 GOST 10605-94;M 64;02;016;;64.0;6.0
10605-94;Gajka M 64.02.019.06 GOST 10605-94;M 64;02;019.06;;64.0;6.0
10605-94;Gajka M 64.04 GOST 10605-94;M 64;04;;;64.0;6.0
10605-94;Gajka M 64.04.019 GOST 10605-94;M 64;04;019;;64.0;6.0
10605-94;Gajka M 64.04.029 GOST 10605-94;M 64;04;029;;64.0;6.0
10605-94;Gajka M 64.04.019.01 GOST 10605-94;M 64;04;019.01;;64.0;6.0
10605-94;Gajka M 64.04.016 GOST 10605-94;M 64;04;016;;64.0;6.0
10605-94;Gajka M 64.04.019.06 GOST 10605-94;M 64;04;019.06;;64.0;6.0
10605-94;Gajka M 64.05 GOST 10605-94;M 64;05;;;64.0;6.0
10605-94;Gajka M 64.05.019 GOST 10605-94;M 64;05;019;;64.0;6.0
10605-94;Gajka M 64.05.029 GOST 10605-94;M 64;05;029;;64.0;6.0
10605-94;Gajka M 64.05.019.01 GOST 10605-94;M 64;05;019.01;;64.0;6.0
10605-94;Gajka M 64.05.016 GOST 10605-94;M 64;05;016;;64.0;6.0
10605-94;Gajka M 64.05.019.06 GOST 10605-94;M 64;05;019.06;;64.0;6.0
10605-94;Gajka M 64.06 GOST 10605-94;M 64;06;;;64.0;6.0
10605-94;Gajka M 64.06.019 GOST 10605-94;M 64;06;019;;64.0;6.0
10605-94;Gajka M 64.06.029 GOST 10605-94;M 64;06;029;;64.0;6.0
10605-94;Gajka M 64.06.019.01 GOST 10605-94;M 64;06;019.01;;64.0;6.0
10605-94;Gajka M 64.06.016 GOST 10605-94;M 64;06;016;;64.0;6.0
10605-94;Gajka M 64.06.019.06 GOST 10605-94;M 64;06;019.06;;64.0;6.0
10605-94;Gajka M 64.07 GOST 10605-94;M 64;07;;;64.0;6.0
10605-94;Gajka M 64.07.019 GOST 10605-94;M 64;07;019;;64.0;6.0
10605-94;Gajka M 64.07.029 GOST 10605-94;M 64;07;029;;64.0;6.0
10605-94;Gajka M 64.07.019.01 GOST 10605-94;M 64;07;019.01;;64.0;6.0
10605-94;Gajka M 64.07.016 GOST 10605-94;M 64;07;016;;64.0;6.0
10605-94;Gajka M 64.07.019.06 GOST 10605-94;M 64;07;019.06;;64.0;6.0
10605-94;Gajka M 64.11.12X18H10T GOST 10605-94;M 64;11;;12X18H10T;64.0;6.0
10605-94;Gajka M 64.21.12X18H9T GOST 10605-94;M 64;21;;12X18H9T;64.0;6.0
10605-94;Gajka M 64.21.12X18H10T GOST 10605-94;M 64;21;;12X18H10T;64.0;6.0
10605-94;Gajka M 64.23.08X18H10T GOST 10605-94;M 64;23;;08X18H10T;64.0;6.0
10605-94;Gajka M 64.25.10X17H13M2T GOST 10605-94;M 64;25;;10X17H13M2T;64.0;6.0
10605-94;Gajka M 64x4.0.02 GOST 10605-94;M 64x4.0;02;;;64.0;4.0
10605-94;Gajka M 64x4.0.02.019 GOST 10605-94;M 64x4.0;02;019;;64.0;4.0
10605-94;Gajka M 64x4.0.02.029 GOST 10605-94;M 64x4.0;02;029;;64.0;4.0
10605-94;Gajka M 64x4.0.02.019.01 GOST 10605-94;M 64x4.0;02;019.01;;64.0;4.0
10605-94;Gajka M 64x4.0.02.016 GOST 10605-94;M 64x4.0;02;016;;64.0;4.0
10605-94;Gajka M 64x4.0.02.019.06 GOST 10605-94;M 64x4.0;02;019.06;;64.0;4.0
10605-94;Gajka M 64x4.0.04 GOST 10605-94;M 64x4.0;04;;;64.0;4.0
10605-94;Gajka M 64x4.0.04.019 GOST 10605-94;M 64x4.0;04;019;;64.0;4.0
10605-94;Gajka M 64x4.0.04.029 GOST 10605-94;M 64x4.0;04;029;;64.0;4.0
10605-94;Gajka M 64x4.0.04.019.01 GOST 10605-94;M 64x4.0;04;019.01;;64.0;4.0
10605-94;Gajka M 64x4.0.04.016 GOST 10605-94;M 64x4.0;04;016;;64.0;4.0
10605-94;Gajka M 64x4.0.04.019.06 GOST 10605-94;M 64x4.0;04;019.06;;64.0;4.0
10605-94;Gajka M 64x4.0.05 GOST 10605-94;M 64x4.0;05;;;64.0;4.0
10605-94;Gajka M 64x4.0.05.019 GOST 10605-94;M 64x4.0;05;019;;64.0;4.0
10605-94;Gajka M 64x4.0.05.029 GOST 10605-94;M 64x4.0;05;029;;64.0;4.0
10605-94;Gajka M 64x4.0.05.019.01 GOST 10605-94;M 64x4.0;05;019.01;;64.0;4.0
10605-94;Gajka M 64x4.0.05.016 GOST 10605-94;M 64x4.0;05;016;;64.0;4.0
10605-94;Gajka M 64x4.0.05.019.06 GOST 10605-94;M 64x4.0;05;019.06;;64.0;4.0
10605-94;Gajka M 64x4.0.06 GOST 10605-94;M 64x4.0;06;;;64.0;4.0
10605-94;Gajka M 64x4.0.06.019 GOST 10605-94;M 64x4.0;06;019;;64.0;4.0
10605-94;Gajka M 64x4.0.06.029 GOST 10605-94;M 64x4.0;06;029;;64.0;4.0
10605-94;Gajka M 64x4.0.06.019.01 GOST 10605-94;M 64x4.0;06;019.01;;64.0;4.0
10605-94;Gajka M 64x4.0.06.016 GOST 10605-94;M 64x4.0;06;016;;64.0;4.0
10605-94;Gajka M 64x4.0.06.019.06 GOST 10605-94;M 64x4.0;06;019.06;;64.0;4.0
10605-94;Gajka M 64x4.0.07 GOST 10605-94;M 64x4.0;07;;;64.0;4.0
10605-94;Gajka M 64x4.0.07.019 GOST 10605-94;M 64x4.0;07;019;;64.0;4.0
10605-94;Gajka M 64x4.0.07.029 GOST 10605-94;M 64x4.0;07;029;;64.0;4.0
10605-94;Gajka M 64x4.0.07.019.01 GOST 10605-94;M 64x4.0;07;019.01;;64.0;4.0
10605-94;Gajka M 64x4.0.07.016 GOST 10605-94;M 64x4.0;07;016;;64.0;4.0
10605-94;Gajka M 64x4.0.07.019.06 GOST 10605-94;M 64x4.0;07;019.06;;64.0;4.0
10605-94;Gajka M 64x4.0.11.12X18H10T GOST 10605-94;M 64x4.0;11;;12X18H10T;64.0;4.0
10605-94;Gajka M 64x4.0.21.12X18H9T GOST 10605-94;M 64x4.0;21;;12X18H9T;64.0;4.0
10605-94;Gajka M 64x4.0.21.12X18H10T GOST 10605-94;M 64x4.0;21;;12X18H10T;64.0;4.0
10605-94;Gajka M 64x4.0.23.08X18H10T GOST 10605-94;M 64x4.0;23;;08X18H10T;64.0;4.0
10605-94;Gajka M 64x4.0.25.10X17H13M2T GOST 10605-94;M 64x4.0;25;;10X17H13M2T;64.0;4.0
10605-94;Gajka M 72x4.0.02 GOST 10605-94;M 72x4.0;02;;;72.0;4.0
10605-94;Gajka M 72x4.0.02.019 GOST 10605-94;M 72x4.0;02;019;;72.0;4.0
10605-94;Gajka M 72x4.0.02.029 GOST 10605-94;M 72x4.0;02;029;;72.0;4.0
10605-94;Gajka M 72x4.0.02.019.01 GOST 10605-94;M 72x4.0;02;019.01;;72.0;4.0
10605-94;Gajka M 72x4.0.02.016 GOST 10605-94;M 72x4.0;02;016;;72.0;4.0
10605-94;Gajka M 72x4.0.02.019.06 GOST 10605-94;M 72x4.0;02;019.06;;72.0;4.0
10605-94;Gajka M 72x4.0.04 GOST 10605-94;M 72x4.0;04;;;72.0;4.0
10605-94;Gajka M 72x4.0.04.019 GOST 10605-94;M 72x4.0;04;019;;72.0;4.0
10605-94;Gajka M 72x4.0.04.029 GOST 10605-94;M 72x4.0;04;029;;72.0;4.0
10605-94;Gajka M 72x4.0.04.019.01 GOST 10605-94;M 72x4.0;04;019.01;;72.0;4.0
10605-94;Gajka M 72x4.0.04.016 GOST 10605-94;M 72x4.0;04;016;;72.0;4.0
10605-94;Gajka M 72x4.0.04.019.06 GOST 10605-94;M 72x4.0;04;019.06;;72.0;4.0
10605-94;Gajka M 72x4.0.05 GOST 10605-94;M 72x4.0;05;;;72.0;4.0
10605-94;Gajka M 72x4.0.05.019 GOST 10605-94;M 72x4.0;05;019;;72.0;4.0
10605-94;Gajka M 72x4.0.05.029 GOST 10605-94;M 72x4.0;05;029;;72.0;4.0
10605-94;Gajka M 72x4.0.05.019.01 GOST 10605-94;M 72x4.0;05;019.01;;72.0;4.0
10605-94;Gajka M 72x4.0.05.016 GOST 10605-94;M 72x4.0;05;016;;72.0;4.0
10605-94;Gajka M 72x4.0.05.019.06 GOST 10605-94;M 72x4.0;05;019.06;;72.0;4.0
10605-94;Gajka M 72x4.0.06 GOST 10605-94;M 72x4.0;06;;;72.0;4.0
10605-94;Gajka M 72x4.0.06.019 GOST 10605-94;M 72x4.0;06;019;;72.0;4.0
10605-94;Gajka M 72x4.0.06.029 GOST 10605-94;M 72x4.0;06;029;;72.0;4.0
10605-94;Gajka M 72x4.0.06.019.01 GOST 10605-94;M 72x4.0;06;019.01;;72.0;4.0
10605-94;Gajka M 72x4.0.06.016 GOST 10605-94;M 72x4.0;06;016;;72.0;4.0
10605-94;Gajka M 72x4.0.06.019.06 GOST 10605-94;M 72x4.0;06;019.06;;72.0;4.0
10605-94;Gajka M 72x4.0.07 GOST 10605-94;M 72x4.0;07;;;72.0;4.0
10605-94;Gajka M 72x4.0.07.019 GOST 10605-94;M 72x4.0;07;019;;72.0;4.0
10605-94;Gajka M 72x4.0.07.029 GOST 10605-94;M 72x4.0;07;029;;72.0;4.0
10605-94;Gajka M 72x4.0.07.019.01 GOST 10605-94;M 72x4.0;07;019.01;;72.0;4.0
10605-94;Gajka M 72x4.0.07.016 GOST 10605-94;M 72x4.0;07;016;;72.0;4.0
10605-94;Gajka M 72x4.0.07.019.06 GOST 10605-94;M 72x4.0;07;019.06;;72.0;4.0
10605-94;Gajka M 72x4.0.11.12X18H10T GOST 10605-94;M 72x4.0;11;;12X18H10T;72.0;4.0
10605-94;Gajka M 72x4.0.21.12X18H9T GOST 10605-94;M 72x4.0;21;;12X18H9T;72.0;4.0
10605-94;Gajka M 72x4.0.21.12X18H10T GOST 10605-94;M 72x4.0;21;;12X18H10T;72.0;4.0
10605-94;Gajka M 72x4.0.23.08X18H10T GOST 10605-94;M 72x4.0;23;;08X18H10T;72.0;4.0
10605-94;Gajka M 72x4.0.25.10X17H13M2T GOST 10605-94;M 72x4.0;25;;10X17H13M2T;72.0;4.0
10605-94;Gajka M 72x6.0.02 GOST 10605-94;M 72x6.0;02;;;72.0;6.0
10605-94;Gajka M 72x6.0.02.019 GOST 10605-94;M 72x6.0;02;019;;72.0;6.0
10605-94;Gajka M 72x6.0.02.029 GOST 10605-94;M 72x6.0;02;029;;72.0;6.0
10605-94;Gajka M 72x6.0.02.019.01 GOST 10605-94;M 72x6.0;02;019.01;;72.0;6.0
10605-94;Gajka M 72x6.0.02.016 GOST 10605-94;M 72x6.0;02;016;;72.0;6.0
10605-94;Gajka M 72x6.0.02.019.06 GOST 10605-94;M 72x6.0;02;019.06;;72.0;6.0
10605-94;Gajka M 72x6.0.04 GOST 10605-94;M 72x6.0;04;;;72.0;6.0
10605-94;Gajka M 72x6.0.04.019 GOST 10605-94;M 72x6.0;04;019;;72.0;6.0
10605-94;Gajka M 72x6.0.04.029 GOST 10605-94;M 72x6.0;04;029;;72.0;6.0
10605-94;Gajka M 72x6.0.04.019.01 GOST 10605-94;M 72x6.0;04;019.01;;72.0;6.0
10605-94;Gajka M 72x6.0.04.016 GOST 10605-94;M 72x6.0;04;016;;72.0;6.0
10605-94;Gajka M 72x6.0.04.019.06 GOST 10605-94;M 72x6.0;04;019.06;;72.0;6.0
10605-94;Gajka M 72x6.0.05 GOST 10605-94;M 72x6.0;05;;;72.0;6.0
10605-94;Gajka M 72x6.0.05.019 GOST 10605-94;M 72x6.0;05;019;;72.0;6.0
10605-94;Gajka M 72x6.0.05.029 GOST 10605-94;M 72x6.0;05;029;;72.0;6.0
10605-94;Gajka M 72x6.0.05.019.01 GOST 10605-94;M 72x6.0;05;019.01;;72.0;6.0
10605-94;Gajka M 72x6.0.05.016 GOST 10605-94;M 72x6.0;05;016;;72.0;6.0
10605-94;Gajka M 72x6.0.05.019.06 GOST 10605-94;M 72x6.0;05;019.06;;72.0;6.0
10605-94;Gajka M 72x6.0.06 GOST 10605-94;M 72x6.0;06;;;72.0;6.0
10605-94;Gajka M 72x6.0.06.019 GOST 10605-94;M 72x6.0;06;019;;72.0;6.0
10605-94;Gajka M 72x6.0.06.029 GOST 10605-94;M 72x6.0;06;029;;72.0;6.0
10605-94;Gajka M 72x6.0.06.019.01 GOST 10605-94;M 72x6.0;06;019.01;;72.0;6.0
10605-94;Gajka M 72x6.0.06.016 GOST 10605-94;M 72x6.0;06;016;;72.0;6.0
10605-94;Gajka M 72x6.0.06.019.06 GOST 10605-94;M 72x6.0;06;019.06;;72.0;6.0
10605-94;Gajka M 72x6.0.07 GOST 10605-94;M 72x6.0;07;;;72.0;6.0
10605-94;Gajka M 72x6.0.07.019 GOST 10605-94;M 72x6.0;07;019;;72.0;6.0
10605-94;Gajka M 72x6.0.07.029 GOST 10605-94;M 72x6.0;07;029;;72.0;6.0
10605-94;Gajka M 72x6.0.07.019.01 GOST 10605-94;M 72x6.0;07;019.01;;72.0;6.0
10605-94;Gajka M 72x6.0.07.016 GOST 10605-94;M 72x6.0;07;016;;72.0;6.0
10605-94;Gajka M 72x6.0.07.019.06 GOST 10605-94;M 72x6.0;07;019.06;;72.0;6.0
10605-94;Gajka M 72x6.0.11.12X18H10T GOST 10605-94;M 72x6.0;11;;12X18H10T;72.0;6.0
10605-94;Gajka M 72x6.0.21.12X18H9T GOST 10605-94;M 72x6.0;21;;12X18H9T;72.0;6.0
10605-94;Gajka M 72x6.0.21.12X18H10T GOST 10605-94;M 72x6.0;21;;12X18H10T;72.0;6.0
